title,genre,platform,keyword,multiplayer_mode,release_date,storyline,total_rating,total_rating_count
Dissidia Final Fantasy,"4,12,25,31",38,"61,226,562,962,977,982,1075,1333,1440,1971,2242,2543,2951,3182,3486,3831,3988,4134,4154,4179,4266,4353,4494,4541,4711,4843,4891,5000,5175,5300,5323,5328,5587,5936,5987,6117,6221,6542,7221,7357,7529,7612,8300,8784,9329,9557,9637,9691,10031,12449,13082,23933",,1229558400,"Dissidia Final Fantasy is a 3D-arena fighting game with RPG elements featuring 20 characters, heroes and villains, from the first 10 final fantasy games summed by the god of discord and the goddess of harmony to fight over the fate of the world.",79.95004791861075,63
Caesar III,"13,15",6,"293,393,994,1102,1107,1336,1886,2002,2071,2177,2471,3433,3533,4530,4767,7161,7572,11804,46438",,905817600,"As a provincial governor charged with spreading the glory of Rome your mission is clear – build cities, foster trade and industry, make money. How you accomplish this is up to you. Gain wealth and power, make a career out of pleasing the emperor, battle barbarians and repel invaders, or concentrate on building the next Eternal City. Fail and you'll end up as lunch for the lions. Prove your strength of mind and spirit and you just might be crowned Caesar!  To help you achieve that goal you can ask your advisors for their insight or ask the people about their thoughts. You can also build temples and create festivals to please the gods and receive rewards or aid in return. You can choose between peaceful and military assignments to prove in various ways that you deserve the title of Caesar!",79.93759111471616,92
Bugs Bunny: Lost in Time,"8,31","6,7","4,170,902,997,1563,2184,3560,4142,4162,4297,5124,5782,5929,6020,13951,49333",,928108800,"The game stars popular cartoon character Bugs Bunny who finds and activates a time machine after taking a wrong turn at Albuquerque. He ends up in Nowhere, home of a sorcerer named Merlin Munroe (""Moyle"" to Bugs, or ""Merl"" but in Bugs accent). Merlin then informs Bugs that he is lost in time and that he must travel through five different eras of time (spanning 21 levels in total) in order to collect clock symbols and golden carrots that will allow him to return to the present.",79.9282451409563,92
The Walking Dead: The Telltale Definitive Series,"2,31","48,6,49","5,1868,4310",,1568073600,"The Walking Dead: The Telltale Definitive Series contains all 4 Seasons and The Walking Dead: Michonne, which includes over 50 hours of gameplay across 23 unique episodes. With graphical enhancements, behind the scenes bonus features and faithful recreations of classic menus, this is the definitive way to experience Clementine's journey and find out how her story ends.",79.92429159626005,52
Dishonored: The Knife of Dunwall,31,"9,48,6,12,49",,,1365984000,"After assassinating the Empress, and forever changing the fate of Dunwall, you embark on a search for redemption. The Outsider reveals the key to your atonement, but who—or what—is Delilah? Accompanied by the Whalers, your loyal band of mercenary assassins, your search will take you through never-before-seen districts of Dunwall as you face off against new and terrible foes. Employ a unique arsenal that enhances Dishonored’s dynamic combat, mobility and stealth systems. In the struggle to hang onto the last shred of your humanity, the choices you make will ultimately determine your fate.",79.91830975418274,94
Pokémon Red Version,"12,16,31","37,33","247,4370,4522,29250,30367,30703,37362,43999",34161,825379200,"The player character starts out in Pallet Town. When the player character tries to leave the town without a Pokémon of their own, they are stopped in the nick of time by Professor Oak, who invites them to his lab. There, he gives them a Pokémon of their own and a Pokédex, telling them about his dream to make a complete guide on every Pokémon in the world. After the player character battles their rival and leaves the lab, they are entitled to win every Gym Badge, compete in the Pokémon League, and fulfill Oak's dream by catching every Pokémon.",79.91510339989773,572
Alto's Adventure,"14,32","34,6,39,14","917,2227",,1424304000,"Join Alto and his friends as they embark on an endless snowboarding odyssey. Journey across the beautiful alpine hills of their native wilderness, through neighbouring villages, ancient woodlands, and long-abandoned ruins. Along the way you'll rescue runaway llamas, grind rooftops, leap over terrifying chasms and outwit the mountain elders – all while braving the ever changing elements and passage of time upon the mountain.",79.90347850638909,55
L.A. Noire,"5,15,31","48,49,130","276,1669,4357,16826",,1510617600,"L.A. Noire for PlayStation 4 and Xbox One delivers the complete original game and all additional downloadable content with a range of technical enhancements for greater visual fidelity and authenticity, including enhanced lighting and clouds, new cinematic camera angles, high resolution textures and more. L.A. Noire plays natively in 1080p for the PlayStation 4 and Xbox One consoles, and stunning 4K for PlayStation 4 Pro and Xbox One X, capturing the grit and grime of the City of Angels like never before.",79.8976911720801,71
Kathy Rain,"2,9,31,32","34,6,39,14","57,126,156,215,962,1105,1629,1721,1780,4004,4134,4287,4465,4871,5379,49309",,1462406400,"""Set in the 90's, Kathy Rain tells the story of a strong-willed journalism major who has to come to terms with her own troubled past as she investigates the mysterious death of her recently deceased grandfather. Armed with her motorcycle, a pack of cigs, and a notepad, Kathy begins to delve into a local mystery surrounding her hometown that will take her on a harrowing journey full of emotional and personal turmoil.  As she follows a trail of clues he left behind, questions emerge… What was Joseph Rain really looking for that night all those years ago? What turned him into a mere shell of a man, confined to a wheelchair? What secret did a suicidal young artist take with her to the grave, and why are so many people in Conwell Springs going mad? The truth is dark and sinister…""",79.89756440944237,56
Metro 2033 Redux,"5,12,31","170,48,3,6,14,49,130","208,2033,49437",,1409011200,"In 2013 the world was devastated by an apocalyptic event, annihilating almost all mankind and turning the Earth's surface into a poisonous wasteland. A handful of survivors took refuge in the depths of the Moscow underground, and human civilization entered a new Dark Age.  The year is 2033. An entire generation has been born and raised underground, and their besieged Metro Station-Cities struggle for survival, with each other, and the mutant horrors that await outside. You are Artyom, born in the last days before the fire, but raised underground. Having never ventured beyond the city limits, one fateful event sparks a desperate mission to the heart of the Metro system, to warn the remnants of mankind of a terrible impending threat.  Your journey takes you from the forgotten catacombs beneath the subway to the desolate wastelands above, where your actions will determine the fate of mankind. But what if the real threat comes from within?",79.88599538617206,324
Penumbra: Black Plague,"9,31,32","3,6,14","1158,1836,1961,4138,4287,4359,4541,5029,5262,5535,5542,5651,5735,6621,7048,7555,9376,9989,10336",,1202774400,"Trapped in a shadowy, underground complex, intrepid explorer Philip is determined to discover the truth behind his father's disappearance. Surrounded by enemies and assaulted by terror from all sides, Philip must collect clues and solve vexing puzzles while combating the gnawing psychological terrors that assail his mind and threaten to strip him of his sanity. Can Philip master his fear and finally uncover the truth behind a mystery that has haunted him for a lifetime? Only you can decide...",79.88115148423816,77
Path of Exile,"12,25,31","48,6,167,14,49","129,226,250,1494,2385,4284,4345,4357,4358,4392,4545,4879,5792,6074,7080,9737,11152,11782,16826","8196,958,21831",1382486400,"All exiles are given the same choice: to sink or swim. Those that don't drown will reach the forsaken shores of Wraeclast, where the only welcome is the clinging embrace of undeath. However, a small band of survivors has managed to hold fast in a ruined lighthouse, desperately repelling both the grasping undead and the manic scavengers that stubbornly cling to their last shreds of humanity. Under the commanding gaze of Axiom Prison, snarling goatmen roam the craggy bluffs, always keeping their cloven feet well clear of the rhoa-infested swamps in the lowlands. All along the coast, rotting shipwrecks litter the shoreline, the spirits of the stranded sailors still haunting the wreckages of their ill-fated ships, waiting to take out their sorrow and rage on those who yet live. All the while, the Siren herself continues her sweet, sad song, luring ever more ships to their watery graves.  Farther inland, through the twisting caves and darkened forests, the ruins of civilisation become more apparent. The ravages of time have worn many buildings to rubble, and stripped away decaying flesh, leaving only grotesquely grinning bones. The dark, fetid caves and underground passages are a clattering refuge for these skeletal ranks, while the open forests and riverways brim with monstrous beasts with a taste for blood. Recently, ragtag groups of bloodthirsty bandits have built fortified camps in the forest, openly challenging one another while extorting food and supplies from the small, struggling village that sits between them atop a stone dam. Ignored by the squabbling bandits, strange newcomers clad in black armor have been seen skulking around various large ruins, their purpose both mysterious yet unsettling.  Atop a sheer cliff of ruptured mantle, straddling the river feeding a mighty waterfall, lies the fallen capital of the Eternal Empire. Its former glory rots amid the ruins of a blasted cityscape, the buildings decrepit and mouldering. But Sarn is far from uninhabited. Many of the original citizens still lurk the dark recesses, their humanity washed clean by the cataclysm of centuries past. These Undying monsters roam the city at night and skulk the shadows during the day, for the naked sunlight is anathema to their shrivelled, leathery skin. The sun-scarred days are far from peaceful, however. A legion of soldiers from Oriath has occupied the area to the west of the river, and is fighting an all-out war against the multifarious denizens of the city. Every day their black-clad soldiers battle twisted insects that scuttle and breed, feasting on anything that moves. Every day they throw battalions against the army of floating, red Ribbons that eviscerate all who trespass on their domain. Every day they skirmish against a small group of exiles who have barricaded themselves on a small island in the middle of the river, caught between certain death on both sides.",79.8790685267831,457
Teenage Mutant Ninja Turtles II: The Arcade Game,"8,25","52,99,18","659,41039",10560,660009600,"This version includes two new levels (the first part of Scene 3 and all of Scene 6), which feature new enemy characters, including two new bosses: Tora (a dog-like ""blizzard beast"") and Shogun (a robotic samurai), both characters created for the game. Most of the original stages from the arcade version were extended as well and the second half of Scene 3, the parking garage stage, replaces the arcade version's end battle with Bebop and Rocksteady with a battle against the mutated fly form of Baxter Stockman.",79.87638154034462,108
World of Warcraft: Warlords of Draenor,"12,15,31","6,14","96,170,592,826,1821,2066,2242,2472,3222,3918,4250,4353,4404,4469,4843,4852,5308,5316,5327,5671,5806,6062,6471,6656,6681,9092,9384,9386",,1415836800,"The expansion is set after the events of World of Warcraft: Mists of Pandaria and takes place on the world of Draenor, the original homeworld of the orcs, prior to its destruction and the creation of Outland as featured in Warcraft II: Beyond the Dark Portal, Warcraft III: The Frozen Throne, and World of Warcraft: The Burning Crusade. Legendary characters of Warcraft's past, such as Grom Hellscream, Ner'zhul and Blackhand, will appear.  At the end of Mists of Pandaria, Garrosh Hellscream is overthrown as Warchief of the Horde by a combined Alliance-Horde force and taken into custody by the Pandaren so that he can stand trial for the atrocities he committed in Pandaria. However, before he can be judged, Garrosh escapes captivity and, with the aid of a mysterious ally, travels back in time to the orcish homeworld of Draenor prior to the rise of the Horde. He creates an alternate timeline by preventing the orcish clans from drinking the blood of the demon lord Mannoroth, which led to their corruption by the Burning Legion and played a major role in the events of the first three games. The clans unite into an ""Iron Horde"", using technology Garrosh brought from his time, and begin a war of conquest on Draenor, building a Dark Portal that would allow them to travel through time and lay siege to Azeroth of the present era.",79.8681861724417,158
Call of Duty: United Offensive,5,"6,14","19,129,558,563,1107,1158,1186,1463,1821,2199,3087,3831,4134,4179,4345,4353,4580,4613,4730,4777,4891,5307,5455,5481,5587,5675,5732,5941,6021,6137,6295,6298,6315,7016,7113,7158,9311,10592,11069,11444",,1095120000,"""Call of Duty: United Offensive"" is an expansion pack for the original ""Call of Duty"" (2003), developed by Gray Matter Interactive and published by Activision. Building on the intense World War II combat of the base game, ""United Offensive"" introduces new campaigns that expand the player's experience of the European Theater.  Players take on the roles of American, British, and Soviet soldiers in three new interconnected campaigns, participating in iconic battles such as the Battle of the Bulge, the invasion of Sicily, and the struggle for Kharkov. The expansion features enhanced gameplay with new weapons, vehicles, and multiplayer modes, adding depth and variety to the combat experience.  ""United Offensive"" is praised for its larger, more dynamic battlefields and its focus on teamwork and strategy. With improved graphics and sound design, it delivers a gripping and immersive wartime experience, making it a compelling addition to the ""Call of Duty"" series.",79.86621963509891,190
Mega Man 3,"8,31","52,37,5,99,41,18","394,558,575,789,992,1059,1705,2071,2109,2115,2152,3079,3203,3486,3831,4160,4192,4297,4372,4405,4522,4777,4836,4940,5195,5328,5386,5436,5441,5587,5594,5840,6655,7046,7305,8784,10006,10515,12042,23933,27629,30367,30490,30703,41037,48317",,654480000,"It's robot rebellion, and nobody's safe! Least of all, Mega Man! This time the superpowerful cyborg takes on a horde of metal maniacs who've had it with being obedient! And they use every android-annihilator ever invented to make you believe it! Mega Man goes berserk, blasting through a galaxy of mining stations in search of energy crystals. But it takes more than guts to battle the phenomenal robot masters who control these worlds. It's a wrenching job, the worst - and the best - that Mega Man's faced so far!",79.86607289183291,191
Final Fight 3,"4,25,31,33","19,5,41,137,58","21,61,215,221,558,889,977,982,1059,1107,1186,1188,1313,1669,1675,2152,4164,4213,4271,4286,4494,4522,4855,5491,5911,6077,6152,6711,7287,7353,7593,26906,27629,30367,30490","19389,19390,19391,19392",819504000,"YOU CAN TEACH A NEW SKULL OLD TRICKS  Metro City is under attack, and this time a new crime organization is claiming responsibility. Pulling pages from the Mad Gear Gang's guidebook, the feared group named SKULL CROSS are up to the same old tricks: arson, terrorism, assault, and armed robbery.  Mayor Mike Haggar returns with the potent Guy at his side. And with help from Cody's pal Lucia, and Dean, a revenge-seeking fighting machine, the Final Fight team will ambush the enemy at their next move. Choose to play one of the 4 characters, each with thier own fighting style and ""SUPER"" knock out techniques. Have a friend join in for a double assault on the city's scum and crush any punk that gets in your way!  -9 huge levels of action that really packs a punch! -Pull off special attacks to power up your SUPER move meter and blam! The multiple-hit punch and kick barrage you unleash devastates your opponents! -Make decisions on directions to travel-makes your fight different every time! -Enjoy 2-player simultaneous fun, or try the new AUTO 2-PLAYER mode where the computer acts as your teammate! -24-MEGS-The biggest Final Fight ever!",79.85745002731178,56
Max Payne,5,"11,9,48,34,6,39,14,12,49,8","85,221,222,508,558,1032,1033,1136,1158,1309,1403,1669,1675,1710,1779,1898,2141,2170,2498,3087,3540,4134,4287,4297,4359,4398,4410,4523,4541,4583,4613,4615,4726,4730,4891,4918,5150,5175,5181,5182,5255,5264,5436,5514,5541,5542,5570,5593,5732,5783,6075,6189,6471,6540,6711,6716,6752,6870,7051,7096,7112,7353,7593,8983,9399,9529,9893,9933,9989,10048,10167,10365,10408,10502,11533,11818,11853,12349,13295,13505,13928,23933,26126",,995846400,"In December 2001, as New York City is enduring the tail end of the worst snow blizzard in the history of the city, Max Payne, a renegade DEA agent and former NYPD detective, is standing at the top of a skyscraper with a sniper rifle in his hands, smiling, as police units arrive on the scene to arrest him. He then experiences flashbacks from three years ago and the last two days he experienced. Three years earlier, on August 22nd 1998, Max was working as a regular NYPD detective, having just finished his day's work. His longtime friend and DEA agent, Alex Balder, invites him to transfer into the DEA, but Max declines the offer, wanting to focus on his full-time life with his wife, Michelle, and their newborn daughter, Rose. As he returns to his house in New Jersey, he finds that a trio of junkies had broken into his house, all addicted on a brand new designer drug, Valkyr. Max receives a call from a mysterious woman who seems pleased at the trouble in the house and refuses to call for help. Max rushes to aid his family and kill the junkies, but is too late as he finds his wife shot dead, and his daughter slaughtered. After his family's funeral, Payne accepts Alex's offer, and transfers to the DEA at his own request to stop the spreading of the drugs.",79.83996010252626,1656
Call of Duty: Modern Warfare,5,"48,6,49",2097,33909,1571961600,"Prepare to go dark, Modern Warfare is back!  The stakes have never been higher as players take on the role of lethal Tier One operators in a heart-racing saga that will affect the global balance of power. Call of Duty: Modern Warfare engulfs fans in an incredibly raw, gritty, provocative narrative that brings unrivaled intensity and shines a light on the changing nature of modern war.  Players will be thrust into an immersive narrative spanning the entire game. Experience the ultimate online playground with classic multiplayer or squad-up and play cooperatively in a collection of elite operations, accessible to all skill levels.",79.83501901418782,412
Buckshot Roulette,"13,15,32","169,3,6",10184,31041,1703721600,"Buckshot Roulette is a tabletop horror game that attempts to re-design the infamous game of Russian Roulette, replacing the traditional revolver with a proper 12-gauge pump-action shotgun. This extra firepower, and more importantly the different mechanics in handling a shotgun compared to a revolver, offers a fresh take on the classic and deadly game of chance.  The game takes place at the top of an underground nightclub, where the metal railings tremble to the pulse of long lost drum machines. A crooked AI dealer is waiting for you. Will you meet them?",79.83360988057237,119
Mario Party Superstars,35,130,"2165,2555,4328,23983,25315,26965,27691,29630,39019,42064",17122,1635379200,"Try your hand at a Superstar collection of minigames from throughout the Mario Party series. Whether you are saving up coins for stars in board game mode or practicing in free play, there is nothing quite like being the last one standing in Mushroom Mix-Up or Shy Guy Says. All minigames are played with button controls, so you can stick to the Joy-Con controller or bust out the Nintendo Switch Pro Controller or a Nintendo Switch Lite system.",79.8314635368969,62
Dragon's Dogma: Dark Arisen,"12,31","9,48,6,12,49,130","151,182,623,2472,4726,4877,4942,4956,5897,7303,9637,26969",,1366675200,"Dragon’s Dogma: Dark Arisen contains all the content from the original Dragon’s Dogma plus the additional content from its sequel, including the Bitterblack Isle area, filled with challenging new enemies and quests, and additional high level weapons and armour sets. Along with its stunningly high resolution graphics and full Steam platform support, this is the ultimate franchise experience for PC players.  Set in a huge open world, Dragon’s Dogma: Dark Arisen presents a rewarding action combat experience. Players embark on an epic adventure in a rich, living world with three AI companions, known as Pawns. These partners fight independently, demonstrating prowess and ability that they have developed based on traits learnt from each player. PC users can share these Pawns online and reap rewards of treasure, tips and strategy hints for taking down the terrifying enemies. Pawns can also be borrowed when specific skills are needed to complete various challenging quests.",79.82620884480349,184
Super Street Fighter II: The New Challengers,"4,33","52,121,118","61,288,26906",,747619200,"Super Street Fighter II: The New Challengers is a 2D fighting game that expands the original Street Fighter II roster with four new characters: Cammy, Dee Jay, T. Hawk, and Fei Long. Players choose from 16 fighters, each with unique moves, to compete in one-on-one matches. The game introduces updated graphics, rebalanced gameplay, and new special moves, continuing the World Warrior Tournament storyline.",79.82224149860043,62
Sonic CD,8,"6,78","69,78,170,394,524,558,575,1059,1299,2071,2115,2152,2760,3486,4162,4164,4213,4297,4396,4455,4484,4537,4940,5441,5449,5594,5801,6094,6505,11390,11926,13292",,748742400,"Sonic travels to the distant shores of Never Lake for the once-a-year appearance of Little Planet - a mysterious world where past, present, and future collide through the power of the Time Stones that lie hidden within it.  Sonic arrives only to find the once beautiful world imprisoned beneath a twisted metallic shell. His arch-nemesis, Dr. Eggman, has come for the Time Stones and with them, will soon have the power to control time itself!  In order to put an end to Dr. Eggman’s nefarious schemes, Sonic must use the power of Little Planet to travel through time; breaking Dr. Eggman’s hold over the future by destroying his machines in the past and recovering the missing Time Stones!",79.8089257546469,163
Tony Hawk's Underground 2,14,"11,21,6,8","129,137,1075,1309,1333,1503,1898,2141,2152,2362,2452,2913,4210,4227,4272,4285,4287,4345,4359,4360,4452,4475,4823,4854,4989,5151,5264,5287,5436,5890,5909,6487,9075,9222,9529,10435,11396,11538,13295,15398",,1096848000,"You've been chosen by Tony Hawk to compete against Bam Margera's team in the World Destruction Tour. In an all-new storyline, Tony Hawk's Underground 2 takes you to skateparks around the world, where you can spray your custom tag, slap stickers, and even create new skate lines. Now you can play as yourself, as your teammates, or as more than 20 special skaters. If you're feeling nostalgic for older Tony Hawk games, you can try Classic mode, which challenges you to accomplish your favorite goals, such as Secret Tape and High Score.",79.80128200140442,164
Need for Speed: Underground,10,"11,21,6,8","401,735,1678,4210,4359,4452,4578,4613,4647,4711,5572,5909,7070,8281,9222,9529,9853,9927,15268",,1069027200,"Need for Speed: Underground is a 2003 racing video game and the seventh installment in the Need for Speed series. It rebooted the franchise, ignoring previous Need for Speed games that featured sports cars and exotics. Underground is the first game in the series to offer a career mode that features a comprehensive storyline, as well as a garage mode that allows players to fully customize their cars with a large variety of brand-name performance and visual upgrades.",79.794158340154,773
Ninja Gaiden II: The Dark Sword of Chaos,"8,25,31,33","52,37,5,99,41,18","61,129,164,558,1059,1299,1705,2152,2155,3203,3486,3831,4138,4179,4213,4235,4244,4396,4522,4537,4760,4777,4891,4990,5029,5100,5105,5436,5535,5628,5731,5801,5840,6309,7309,7454,7593,9931,23933,27629,30367,30490",,639360000,"The Ninja Ryu is back to avenge the death of his father, and stop the Evil Ashtar.  A year has passed since Ryu last faced his arch enemy, and still the activity down at the bottom of the realm of darkness continues. Ashtar, the evil lord who secretly controls Jaquio, is again on the move, and it is up to Ryu, the ""Ninja Dragon"" to put a stop to it. Use all of the secrets of the real Ninjitsu, along with the exciting audio and visual special effects and be drawn into the fantasy world of Ninja Gaiden II The Dark Sword Of Chaos.",79.79128665460948,54
Alan Wake Remastered,"5,31","169,48,6,167,49,130","221,1033,4297,5963,6326",,1633392000,"When the wife of the best-selling writer Alan Wake disappears on their vacation, his search turns up pages from a thriller he doesn’t even remember writing. A Dark Presence stalks the small town of Bright Falls, pushing Wake to the brink of sanity in his fight to unravel the mystery and save his love.",79.78723457969801,126
Gorogoa,"2,9,31,32","48,34,6,39,14,49,130","72,101,218,288,308,1204,1315,1495,1697,1721,2426,2814,3403,3560,4004,4134,4150,4154,4791,5327,5720,19397",,1513123200,"Gorogoa isn't just a game - it's a work of art, expressing itself through soulful, charming illustrations and distinguished puzzle mechanics.",79.782477050359,171
God of War II,"25,31","9,46","35,24955,25805",,1258416000,"God of War II takes place shortly after the events of God of War: Ghost of Sparta, but over 13 years after the events of God of War; Kratos, after defeating Ares, has become the new God of War, but unfortunately has not been accepted by the other Gods due to his ruthless treatment of the other Greek city-states. Kratos is still haunted by memories of the deeds from his past while working under Ares. He finds enjoyment the only way he can, by leading and aiding his Spartan army in conquering Greece. Athena pleads that Kratos stop, telling him that she cannot protect him much longer from the wrath of Olympus and that he should not turn his back on her because it was she who made him a god. Kratos replies that he owes nothing to her and descends to the battle of Rhodes to assist his Spartan army.",79.77139781110628,55
Colin McRae: Dirt,"10,14","9,6,12","28,401,1158,1293,1440,1678,2478,2543,4135,4180,4205,4287,4345,4359,4890,5572,5653,5783,7464,9222,9529,10919,14380",,1181865600,"Become the king of off-road racing! Race rally and hill climb events as well as multi-car rally raid, rally cross and Corr buggy and truck racing. Unprecedented next-gen racing visuals and devastating car damage. 100 player online mode.  Note: Following his death in a helicopter accident in September 2007, Colin McRae's name was removed from future titles in the series, as well subsequent re-releases following DiRT 3.",79.76609339028937,98
Until Dawn,31,48,"133,218,926,962,1032,1068,1186,1313,1437,1675,1710,1716,2052,3815,4245,4247,4267,4345,4412,4484,4541,4586,4615,4637,5176,5277,5316,5317,5447,5823,5885,5905,5984,5989,6210,6587,6752,7062,7152,7221,7603,15076,23933,26965,39050",,1440460800,"When a trip to a remote cabin leaves eight friends stranded on a mountainside, sinister events make them suspect they're not alone...  Gripped by fear and with tensions in the group running high, step into the quaking boots of each of the eight terrified characters as you search for clues to the deranged killer's identity. By making life or death decisions using the sophisticated ""butterfly effect"" system, everything you do will drastically alter the course of the story - and the fate of each character.",79.76519005679597,700
Dune 2000,"11,15","6,7","69,736,923,993,1102,1107,1162,1928,2044,2762,4250,4514,4650,5751,9349,9827,12900",,904608000,"Real-time strategy taking place in Frank Herbert's ""Dune"" universe. The game is a remake of a classic RTS game ""Dune 2"". Player can play as a commander of one of three different factions: Harkonnen, Atreides or Ordos.  Do you like the feeling you get when you have won over someone? If it was something that we had really worked hard, then the fell of victory is something precious and incalculable. The game Dune 2000 could help in giving your competitive spirit a new edge. It is an updated version of the Dune II. In this game the player would have to fight for an interesting thing; the control of the spices in the galaxy. The spices control could make you the most powerful there. The player has to choose to be one of the three houses first: Atreides, Harkonnen, or Ordos.  Each house has its own vice and virtue and the right selection could give the player right start to the game but he could learn as well as, later in the game with time. Once you choose a side, you to win the King’s challenge of producing the most amount of spice. It won’t be as easy as it sounds. For getting the control of the spices, the player has to fight over the other two houses by all means.  Dune 2000 is done with enough of stunt and live-in scenes to pep up the theme and there is a soothing sound score to add to the overall theme. It’s a game based on the Dune series book of Frank Herbert and gives the player a real pleasure of both combat and competition.",79.74779557709007,83
Yakuza 3,"12,25,31",9,"61,274,284,509,798,977,982,1011,1033,1440,1669,2016,2152,2416,2452,3234,3486,4138,4239,4245,4284,4359,4494,4541,4850,4852,4918,5183,5308,5408,5542,5599,5789,5823,5989,6457,6493,6642,6870,7642,8272,8983,9222,9223,9529,9835,9935,11447,23933",,1235606400,"The Yakuza wars are spreading over to the tropical paradise of Okinawa. After leaving his last base in Kamimuro Chou, Kiryuu Kazuma went to Okinawa and opened an orphanage named Asagao with Haruka. Together with the children, they have taken in, the two slowly let go of the violent lives they have led prior to their arrival. However, the happy days are short-lived for the Yakuza are tightly connected with the Japanese government. A shady deal that involves the land on which Asagao is built spurs Kiryuu and Haruka back to their old hometown and fights with oppositional Yakuza groups. Fights and political intrigue come hand in hand, become the rising dragon and protect the sanctuary you have built.",79.74030863580245,73
Assassin's Creed Valhalla,"12,31","170,169,48,6,167,49","367,1095,1575,27054",,1604966400,"Driven from Norway by endless wars and dwindling resources in the ninth century CE, players will lead Eivor's clan of Norsemen across the icy North Sea to the rich lands of England's broken kingdoms. Players must carve out a new future for their clan, reliving the ruthless fighting style of Viking warriors with a revamped combat system that includes the ability to dual-wield weapons against a greater variety of enemies than ever before.  To secure resources players can lead raids to select locations using their longship to earn much-needed riches and resources. As the Vikings begin to settle in their new home, they encounter resistance from the Saxons including King Aelfred of Wessex, who denounces them as heathens and looks to be the sole ruler of a civilized England. Against all odds, Eivor must do what is necessary to keep Valhalla within reach.[4]",79.73446733532583,413
Dragon's Crown,"12,25","9,5,46,23","147,151,226,592,962,1033,1180,1181,1333,1705,2066,2180,2472,2806,3486,4134,4239,4392,4399,4404,4407,4613,4699,4726,4891,5313,5314,5328,5517,12708,23933",699,1374710400,"Dragon's Crown is a multiplayer hack-and-slash beat'em up game with breathtaking visual style, a design built around cooperative play, epic boss fights, and the ability to discover a new adventure in every play session. Developer Vanillaware deftly marries stunning hand-drawn and animated art work with deep, action-packed hardcore gameplay. Dragon's Crown allows up to four players to team up locally or online to clear out monster-ridden dungeons, discover precious treasure, and destroy awe-inspiring bosses. Its unique, highly replayable design means that every time players can boot up and log on, they can expect a different experience. Unparalleled in their unique style, Vanillaware painstakingly hand-paints every detail, be it a blade of grass or the scales on the game's impressive dragons. The game becomes a lush, vibrant storybook come to life when everything starts to animate in gorgeous full HD.",79.7255296949831,65
